"DATE ADDED TO CATALOG","PUBMEDID","FIRST AUTHOR","DATE","JOURNAL","LINK","STUDY","DISEASE/TRAIT","INITIAL SAMPLE SIZE","REPLICATION SAMPLE SIZE","REGION","CHR_ID","CHR_POS","REPORTED GENE(S)","MAPPED_GENE","UPSTREAM_GENE_ID","DOWNSTREAM_GENE_ID","SNP_GENE_IDS","UPSTREAM_GENE_DISTANCE","DOWNSTREAM_GENE_DISTANCE","STRONGEST SNP-RISK ALLELE","SNPS","MERGED","SNP_ID_CURRENT","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","P-VALUE","PVALUE_MLOG","P-VALUE (TEXT)","OR or BETA","95% CI (TEXT)","PLATFORM [SNPS PASSING QC]","CNV","MAPPED_TRAIT","MAPPED_TRAIT_URI","STUDY ACCESSION","GENOTYPING TECHNOLOGY"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","5p12","5","44706396","FGF10, MRPS30","LINC02224 - RN7SL383P","ENSG00000249203","ENSG00000263556","",47827,9797,"rs10941679-G","rs10941679",0,"10941679","intergenic_variant",1,"0.25","6E-73",72.2218487496164,"",1.15,"[1.13-1.18] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","1q43","1","241870961","EXO1","EXO1","","","ENSG00000174371",NA,NA,"rs72755295-G","rs72755295",0,"72755295","intron_variant",0,"0.03","2E-14",13.698970004336,"(EA)",1.15,"[1.09-1.2] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","7q21.2","7","92001306","AKAP9","AKAP9","","","ENSG00000127914",NA,NA,"rs6964587-T","rs6964587",0,"6964587","missense_variant",0,"0.39","9E-11",10.0457574905607,"(EA)",1.03,"[1.02-1.05] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","16q12.1","16","52565276","TOX3","CASC16","","","ENSG00000249231",NA,NA,"rs4784227-T","rs4784227",0,"4784227","intron_variant",0,"0.24","7E-201",200.154901959986,"",1.23,"[1.2-1.25] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","10q25.2","10","113014168","TCFL2","TCF7L2","","","ENSG00000148737",NA,NA,"rs7904519-G","rs7904519",0,"7904519","intron_variant",0,"0.46","2E-13",12.698970004336,"(EA)",1.03,"[1.01-1.05] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","7q35","7","144377836","NOBOX, ARHGEF6","ARHGEF5, ARHGEF5","","","ENSG00000050327, ENSG00000284933",NA,NA,"rs720475-G","rs720475",0,"720475","intron_variant",0,"0.75","1E-11",11,"(EA)",1.0416667,"[1.02-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","6q25.1","6","149287738","TAB2","TAB2","","","ENSG00000055208",NA,NA,"rs9485372-G","rs9485372",0,"9485372","intron_variant",0,"0.81","4E-6",5.39794000867204,"(EA)",1.0416667,"[1.02-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","17q25.3","17","79807926","intergenic","CBX8 - LINC01977","ENSG00000141570","ENSG00000262772","",6243,11157,"rs745570-A","rs745570",0,"745570","intergenic_variant",1,"0.5","4E-10",9.39794000867204,"(EA)",1.03,"[1.01-1.05] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","12p13.1","12","14260997","intergenic","GNAI2P1 - RPL30P11","ENSG00000255749","ENSG00000244573","",5771,95845,"rs12422552-C","rs12422552",0,"12422552","regulatory_region_variant",1,"0.26","4E-15",14.397940008672,"(EA)",1.06,"[1.04-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","1q21.2","1","149955122","OTUD7B","OTUD7B","","","ENSG00000264522",NA,NA,"rs12048493-C","rs12048493",0,"12048493","intron_variant",0,"0.38","9E-14",13.0457574905607,"(EA)",1.04,"[1.02-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","1p13.2","1","113905767","DCLRE1B","DCLRE1B","","","ENSG00000118655",NA,NA,"rs11552449-T","rs11552449",0,"11552449","missense_variant",0,"0.17","5E-11",10.301029995664,"(EA)",1.04,"[1.01-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","4q24","4","105163621","TET2","TET2","","","ENSG00000168769",NA,NA,"rs9790517-T","rs9790517",0,"9790517","intron_variant",0,"0.23","5E-11",10.301029995664,"(EA)",1.04,"[1.01-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","3p26.1","3","4700592","EGOT/ITPR1","ITPR1","","","ENSG00000150995",NA,NA,"rs6762644-G","rs6762644",0,"6762644","intron_variant",0,"0.38","4E-18",17.397940008672,"(EA)",1.05,"[1.03-1.07] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","3p24.1","3","30641447","TGFBR2","TGFBR2","","","ENSG00000163513",NA,NA,"rs12493607-C","rs12493607",0,"12493607","intron_variant",0,"0.34","7E-14",13.1549019599857,"(EA)",1.05,"[1.03-1.07] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","3p14.1","3","63982224","ATNX7","ATXN7","","","ENSG00000163635",NA,NA,"rs1053338-G","rs1053338",0,"1053338","missense_variant",0,"0.14","5E-11",10.301029995664,"(EA)",1.05,"[1.02-1.07] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","8q24.21","8","128182395","MYC","PVT1","","","ENSG00000249859",NA,NA,"rs11780156-T","rs11780156",0,"11780156","intron_variant",0,"0.17","1E-13",13,"(EA)",1.05,"[1.03-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","10p12.31","10","21744013","DNAJC1","MLLT10 - DNAJC1","ENSG00000078403","ENSG00000136770","",383,12535,"rs7072776-A","rs7072776",0,"7072776","intergenic_variant",1,"0.29","2E-19",18.698970004336,"(EA)",1.05,"[1.03-1.07] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","7q34","7","140242504","intergenic","RNU1-58P - PPP1R2P6","ENSG00000199283","ENSG00000241661","",472,50248,"rs11977670-A","rs11977670",0,"11977670","TF_binding_site_variant",1,"0.43","1E-16",16,"(EA)",1.06,"[1.04-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","5p15.33","5","1279675","TERT","TERT","","","ENSG00000164362",NA,NA,"rs10069690-T","rs10069690",0,"10069690","intron_variant",0,"0.26","8E-17",16.0969100130081,"(EA)",1.06,"[1.04-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","9q31.2","9","107543834","intergenic","PPIAP88 - RNU6-996P","ENSG00000227350","ENSG00000202308","",218,119306,"rs10759243-A","rs10759243",0,"10759243","intergenic_variant",1,"0.29","2E-18",17.698970004336,"(EA)",1.06,"[1.04-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","2q35","2","217431785","DIRC3","DIRC3","","","ENSG00000231672",NA,NA,"rs16857609-T","rs16857609",0,"16857609","intron_variant",0,"0.26","2E-25",24.698970004336,"(EA)",1.06,"[1.04-1.09] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","5q11.2","5","58888234","RAB3C","RAB3C - PDE4D","ENSG00000152932","ENSG00000113448","",28840,80804,"rs10472076-C","rs10472076",0,"10472076","regulatory_region_variant",1,"0.38","1E-8",8,"(EA)",1.03,"[1.01-1.04] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","8q23.3","8","116197325","LINC00536","LINC00536","","","ENSG00000249917",NA,NA,"rs13267382-A","rs13267382",0,"13267382","intron_variant",0,"0.36","2E-11",10.698970004336,"(EA)",1.03,"[1.01-1.05] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","11q13.3","11","69564393","CCND1","LINC01488 - CCND1","ENSG00000285094","ENSG00000110092","",69441,76763,"rs75915166-A","rs75915166",0,"75915166","intergenic_variant",1,"0.06","4E-95",94.397940008672,"(EA)",1.28,"[1.24-1.33] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","2p24.1","2","19121042","intergenic","LINC01376","","","ENSG00000236204",NA,NA,"rs12710696-T","rs12710696",0,"12710696","intron_variant",0,"0.37","1E-8",8,"(EA)",1.03,"[1.01-1.04] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","14q32.11","14","91374725","CCDC88C","CCDC88C","","","ENSG00000015133",NA,NA,"rs941764-G","rs941764",0,"941764","intron_variant",0,"0.35","8E-13",12.0969100130081,"(EA)",1.03,"[1.02-1.05] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","6q14.1","6","81418669","intergenic","RPSAP72 - TENT5A","ENSG00000219361","ENSG00000112773","",948241,72770,"rs17529111-C","rs17529111",0,"17529111","intergenic_variant",1,"0.22","1E-9",9,"(EA)",1.02,"[1-1.04] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","16q12.2","16","53821379","FTO","FTO","","","ENSG00000140718",NA,NA,"rs11075995-A","rs11075995",0,"11075995","intron_variant",0,"0.24","9E-9",8.04575749056067,"(EA)",1.03,"[1.01-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","8q24.21","8","127343372","intergenic","CASC8, POU5F1B, PCAT1","","","ENSG00000246228, ENSG00000212993, ENSG00000253438",NA,NA,"rs13281615-G","rs13281615",0,"13281615","intron_variant",0,"0.41","2E-57",56.698970004336,"(EA)",1.11,"[1.09-1.13] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","10p12.31","10","22026914","DNAJC1","DNAJC1 - ADIPOR1P1","ENSG00000136770","ENSG00000232497","",23145,136078,"rs11814448-C","rs11814448",0,"11814448","intergenic_variant",1,"0.02","6E-18",17.2218487496164,"(EA)",1.12,"[1.06-1.19] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","11q13.3","11","69516874","CCND1","LINC01488 - NA","ENSG00000285094","","",21922,NA,"rs554219-G","rs554219",0,"554219","regulatory_region_variant",1,"0.13","6E-47",46.2218487496164,"(EA)",1.21,"[1.18-1.24] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","14q24.1","14","68193711","RAD51B","RAD51B","","","ENSG00000182185",NA,NA,"rs2588809-T","rs2588809",0,"2588809","intron_variant",0,"0.17","6E-14",13.2218487496164,"(EA)",1.06,"[1.03-1.08] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","10q22.3","10","79081391","ZMZ1","ZMIZ1","","","ENSG00000108175",NA,NA,"rs704010-T","rs704010",0,"704010","intron_variant",0,"0.38","2E-35",34.698970004336,"(EA)",1.07,"[1.05-1.09] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","5q33.3","5","158817075","EBF1","EBF1","","","ENSG00000164330",NA,NA,"rs1432679-C","rs1432679",0,"1432679","intron_variant",0,"0.43","7E-31",30.1549019599857,"(EA)",1.08,"[1.06-1.1] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
2011-11-24,22037553,"Haiman CA",2011-10-30,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/22037553","A common variant at the TERT-CLPTM1L locus is associated with estrogen receptor-negative breast cancer.","Breast cancer","1,004 African American cases, 2,745 African American controls,1,718 European ancestry cases, 3,670 European ancestry controls","2,292 European ancestry cases, 16,901 European ancestry controls","5p15.33","5","1279675","TERT","TERT","","","ENSG00000164362",NA,NA,"rs10069690-T","rs10069690",0,"10069690","intron_variant",0,"0.26","1E-10",10,"",1.18,"[1.13-1.25]","Illumina [3154485] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST001298","Genome-wide genotyping array"
2015-05-16,25327703,"Fejerman L",2014-10-20,"Nat Commun","www.ncbi.nlm.nih.gov/pubmed/25327703","Genome-wide association study of breast cancer in Latinas identifies novel protective variants on 6q25.","Breast cancer","1,497 Latino cases, 3,213 Latino controls","1,643 Latino cases, 4,971 Latino controls","16q12.1","16","52565276","TOX3","CASC16","","","ENSG00000249231",NA,NA,"rs4784227-T","rs4784227",0,"4784227","intron_variant",0,"0.31","3E-9",8.52287874528034,"",1.38,"[1.24-1.54]","Affymetrix, Illumina [7229558] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST002662","Genome-wide genotyping array"
2017-11-30,29059683,"Michailidou K",2017-10-23,"Nature","www.ncbi.nlm.nih.gov/pubmed/29059683","Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","76,192 European ancestry cases, 63,082 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls","6p23","6","13722291","RANBP9","RANBP9 - MCUR1","ENSG00000010017","ENSG00000050393","",10456,64266,"rs204247-G","rs204247",0,"204247","intergenic_variant",1,"0.44","8E-13",12.0969100130081,"(EA)",1.04,"[1.02-1.06] (Oncoarray)","Illumina [~ 11800000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004988","Genome-wide genotyping array"
